0,0,0
0,0,1
0,0,2
0,0,3
0,0,4
0,0,5
0,0,6
0,0,7
0,1,8
0,1,9
0,2,10
0,3,11
0,4,12
0,5,13
0,5,14
0,5,15
1,5,16
1,5,17
1,6,18
1,7,19
1,8,20
1,9,21
1,10,22
1,11,23
1,12,24
1,12,25
1,12,26
1,12,27
1,12,28
1,12,29
1,13,30
1,14,31
1,15,32
1,16,33
2,16,34
2,16,35
2,16,36
2,16,37
3,16,38
4,16,39
5,16,40
-1,16,41
-1,16,42
7,16,43
8,16,44
-1,16,45
10,16,46
11,16,47
12,16,48
13,16,49
14,16,50
15,16,51
16,16,52
17,16,53
18,16,54
19,16,55
20,16,56
21,16,57
22,16,58
23,16,59
24,16,60
25,16,61
26,16,62
27,16,63
27,16,64
28,16,65
29,16,66
30,16,67
31,16,68
32,16,69
33,16,70
34,16,71
35,16,72
36,16,73
37,16,74
38,16,75
39,16,76
40,16,77
41,16,78
42,16,79
43,16,80
43,16,81
43,16,82
43,16,83
43,16,84
43,16,85
43,16,86
43,16,87
43,16,88
43,17,89
43,18,90
43,19,91
43,20,92
43,21,93
43,22,94
43,23,95
43,24,96
43,25,97
43,26,98
43,27,99
43,28,100
43,29,101
43,30,102
43,31,103
43,32,104
43,33,105
43,34,106
43,35,107
43,36,108
43,37,109
43,38,110
43,39,111
43,40,112
43,41,113
43,42,114
43,43,115
43,44,116
43,45,117
43,46,118
43,47,119
43,48,120
43,49,121
43,50,122
43,51,123
43,51,124
43,51,125
44,51,126
45,51,127
46,51,128
47,51,129
48,51,130
48,51,131
48,51,132
48,51,133
48,51,134
48,51,135
49,51,136
50,51,137
51,51,138
52,51,139
53,51,140
53,52,141
53,53,142
53,54,143
53,55,144
53,56,145
53,57,146
53,58,147
53,58,148
53,58,149
54,58,150
55,58,151
56,58,152
57,58,153
58,58,154
58,58,155
58,59,156
58,60,157
58,60,158
58,60,159
58,61,160
58,62,161
58,63,162
59,63,163
60,63,164
61,63,165
62,63,166
63,63,167
64,63,168
65,63,169
68,63,170
67,63,171
68,63,172
69,63,173
70,63,174
71,63,175
72,63,176
73,63,177
74,63,178
75,63,179
76,63,180
77,63,181
78,63,182
78,63,183
78,63,184
78,64,185
78,64,186
78,64,187
78,64,188
78,64,189
78,64,190
79,64,191
80,64,192
81,64,193
82,64,194
83,64,195
84,64,196
85,64,197
86,64,198
87,64,199
88,64,200
89,64,201
90,64,202
91,64,203
92,64,204
93,64,205
94,64,206
95,64,207
96,64,208
97,64,209
98,64,210
99,64,211
100,64,212
101,64,213
102,64,214
103,64,215
104,64,216
105,64,217
106,64,218
107,64,219
108,64,220
109,64,221
109,64,222
109,64,223
109,64,224
109,65,225
109,66,226
109,67,227
109,68,228
109,69,229
109,70,230
109,71,231
109,72,232
109,73,233
109,74,234
109,75,235
109,76,236
109,77,237
109,78,238
109,78,239
109,79,240
109,80,241
109,81,242
109,82,243
109,83,244
109,84,245
109,85,246
109,85,247
109,85,248
109,85,249
109,-1,250
109,87,251
109,88,252
109,89,253
109,90,254
109,91,255
109,92,256
109,93,257
109,94,258
109,95,259
109,96,260
109,97,261
109,98,262
109,99,263
109,100,264
109,101,265
109,102,266
109,103,267
109,104,268
109,105,269
109,106,270
109,107,271
109,107,272
109,107,273
109,108,274
109,109,275
109,110,276
110,110,277
111,110,278
112,110,279
113,110,280
114,110,281
115,110,282
116,110,283
117,110,284
118,110,285
119,110,286
120,110,287
121,110,288
122,110,289
123,110,290
123,110,291
123,110,292
123,110,293
123,110,294
123,110,295
123,110,296
123,110,297
123,110,298
123,110,299
123,110,300
123,110,301
123,110,302
123,110,303
124,110,304
125,110,305
126,110,306
126,110,307
126,110,308
126,111,309
126,112,310
126,113,311
126,114,312
126,115,313
126,116,314
126,117,315
126,118,316
126,118,317
126,118,318
126,118,319
126,118,320
126,118,321
126,118,322
126,118,323
126,118,324
126,118,325
126,118,326
126,118,327
126,118,328
126,118,329
126,118,330
127,118,331
128,118,332
128,118,333
128,118,334
128,118,335
128,118,336
129,118,337
129,118,338
129,119,339
129,120,340
129,121,341
129,122,342
129,123,343
129,124,344
129,125,345
129,126,346
129,127,347
129,128,348
129,129,349
129,130,350
129,131,351
129,132,352
129,133,353
129,134,354
129,135,355
129,136,356
129,137,357
129,138,358
129,139,359
129,140,360
129,141,361
129,142,362
129,143,363
129,144,364
129,145,365
129,146,366
129,147,367
129,148,368
129,148,369
130,148,370
131,148,371
132,148,372
133,148,373
134,148,374
135,148,375
135,148,376
135,148,377
135,149,378
135,150,379
135,151,380
135,152,381
135,153,382
135,154,383
135,154,384
136,154,385
136,154,386
136,154,387
136,155,388
136,155,389
136,156,390
136,156,391
136,157,392
136,158,393
136,159,394
136,160,395
136,161,396
136,162,397
136,163,398
136,164,399
136,165,400
136,166,401
136,167,402
136,168,403
136,169,404
136,170,405
136,171,406
136,172,407
136,173,408
136,174,409
136,174,410
136,174,411
136,174,412
136,174,413
136,174,414
136,174,415
137,174,416
138,174,417
139,174,418
140,174,419
141,174,420
142,174,421
143,174,422
144,174,423
145,174,424
146,174,425
147,174,426
147,174,427
147,174,428
147,174,429
147,174,430
147,174,431
147,174,432
147,174,433
147,174,434
147,174,435
147,174,436
147,174,437
147,174,438
147,174,439
147,174,440
147,174,441
147,174,442
147,174,443
147,174,444
147,174,445
147,174,446
147,174,447
147,174,448
147,174,449
147,175,450
147,175,451
147,175,452
147,175,453
147,175,454
147,175,455
147,175,456
147,175,457
147,175,458
148,175,459
149,175,460
150,175,461
151,175,462
152,175,463
153,175,464
154,175,465
155,175,466
156,175,467
157,175,468
158,175,469
159,175,470
160,175,471
161,175,472
162,175,473
163,175,474
164,175,475
165,175,476
166,175,477
167,175,478
168,175,479
169,175,480
170,175,481
171,175,482
172,175,483
173,175,484
174,175,485
175,175,486
176,175,487
177,175,488
178,175,489
179,175,490
179,175,491
179,176,492
179,177,493
179,178,494
179,179,495
179,180,496
179,181,497
179,181,498
179,181,499
179,181,500
179,181,501
179,181,502
179,181,503
179,181,504
180,181,505
181,181,506
182,181,507
183,181,508
184,181,509
185,181,510
186,181,511
187,181,512
188,181,513
189,181,514
190,181,515
191,181,516
191,181,517
191,181,518
191,182,519
191,182,520
191,182,521
191,183,522
191,183,523
191,183,524
191,183,525
191,184,526
191,185,527
191,186,528
191,187,529
192,187,530
193,187,531
194,187,532
195,187,533
196,187,534
197,187,535
198,187,536
199,187,537
200,187,538
201,187,539
202,187,540
203,187,541
204,187,542
205,187,543
206,187,544
207,187,545
208,187,546
209,187,547
210,187,548
210,187,549
210,187,550
210,187,551
210,187,552
210,187,553
210,187,554
210,187,555
210,187,556
210,187,557
210,187,558
210,187,559
210,187,560
210,188,561
210,189,562
210,189,563
210,189,564
210,189,565
211,189,566
211,189,567
211,189,568
211,189,569
211,189,570
212,189,571
213,189,572
214,189,573
215,189,574
216,189,575
217,189,576
218,189,577
219,189,578
220,189,579
221,189,580
222,189,581
223,189,582
224,189,583
225,189,584
226,189,585
226,189,586
226,189,587
226,190,588
226,191,589
226,192,590
226,193,591
226,194,592
226,195,593
226,196,594
226,197,595
226,198,596
226,199,597
226,200,598
226,201,599
226,202,600
226,203,601
226,204,602
226,205,603
226,206,604
226,207,605
226,208,606
226,209,607
226,210,608
226,211,609
226,212,610
226,213,611
226,214,612
226,214,613
226,214,614
226,215,615
226,216,616
226,217,617
226,218,618
226,219,619
226,220,620
226,221,621
226,221,622
226,221,623
226,221,624
226,221,625
226,222,626
226,223,627
226,224,628
226,225,629
226,226,630
226,227,631
226,228,632
226,228,633
226,228,634
226,228,635
226,228,636
226,228,637
226,228,638
226,228,639
226,229,640
226,229,641
226,230,642
226,231,643
226,231,644
226,232,645
226,233,646
226,234,647
226,235,648
226,236,649
226,237,650
226,238,651
226,239,652
226,240,653
226,240,654
226,240,655
226,240,656
226,240,657
226,240,658
226,240,659
226,240,660
226,240,661
226,241,662
226,242,663
226,243,664
226,244,665
226,245,666
226,246,667
226,247,668
226,248,669
226,249,670
-1,-1,671
-1,-1,672
-1,-1,673
-1,-1,674
-1,-1,675
-1,-1,676
-1,1,677
-1,25,678
75,-1,679
